RGI_ID,zmed,zmax,zmin,area,slope,lat,icecap,ID
RGI60-08.00001,242.0,250.0,235.0,0.03,5.8,67.93,0,RGI60-08.00001
RGI60-08.00002,239.0,246.0,228.0,0.03,5.7,67.87,0,RGI60-08.00002
RGI60-08.00003,726.0,749.0,701.0,0.02,18.8,67.82,0,RGI60-08.00003
RGI60-08.00004,696.0,725.0,671.0,0.02,20.1,67.83,0,RGI60-08.00004
RGI60-08.00005,1268.0,1807.0,926.0,21.469,8.5,67.139,0,RGI60-08.00005
RGI60-08.00006,1399.0,1468.0,1160.0,4.886,7.5,68.083,0,RGI60-08.00006
RGI60-08.00007,1171.0,1215.0,1138.0,0.137,10.2,68.104,0,RGI60-08.00007
RGI60-08.00008,1261.0,1403.0,1153.0,0.531,17.0,68.145,0,RGI60-08.00008
RGI60-08.00009,1394.0,1480.0,1219.0,0.734,16.4,68.118,0,RGI60-08.00009
RGI60-08.00010,1329.0,1423.0,1254.0,0.303,14.2,68.122,0,RGI60-08.00010
RGI60-08.00011,1484.0,1532.0,1434.0,0.374,6.5,68.105,0,RGI60-08.00011
RGI60-08.00012,1120.0,1179.0,1018.0,0.135,19.7,68.567,0,RGI60-08.00012
RGI60-08.00013,1117.0,1263.0,1037.0,1.048,11.3,68.545,0,RGI60-08.00013
RGI60-08.00014,1336.0,1452.0,1162.0,0.563,22.4,67.775,0,RGI60-08.00014
RGI60-08.00015,1352.0,1701.0,1097.0,11.306,7.7,67.135,0,RGI60-08.00015
RGI60-08.00016,1436.0,1833.0,1204.0,0.906,26.2,67.154,0,RGI60-08.00016
RGI60-08.00017,1402.0,1644.0,1279.0,0.808,21.2,67.187,0,RGI60-08.00017
RGI60-08.00018,1376.0,1538.0,1257.0,0.109,31.1,67.227,0,RGI60-08.00018
RGI60-08.00019,1433.0,1636.0,1252.0,1.069,13.3,67.365,0,RGI60-08.00019
RGI60-08.00020,1455.0,1487.0,1329.0,0.133,20.9,67.217,0,RGI60-08.00020
RGI60-08.00021,1371.0,1679.0,1092.0,5.591,11.3,67.41,0,RGI60-08.00021
RGI60-08.00022,1431.0,1655.0,1155.0,0.44,25.4,67.362,0,RGI60-08.00022
RGI60-08.00023,1497.0,1628.0,1320.0,0.286,24.4,67.262,0,RGI60-08.00023
RGI60-08.00024,1379.0,1744.0,1191.0,2.547,13.9,67.302,0,RGI60-08.00024
RGI60-08.00025,1533.0,1598.0,1288.0,0.286,23.6,67.369,0,RGI60-08.00025
RGI60-08.00026,1538.0,1719.0,1312.0,0.88,17.3,67.292,0,RGI60-08.00026
RGI60-08.00027,1477.0,1642.0,1285.0,0.684,19.2,67.298,0,RGI60-08.00027
RGI60-08.00028,1316.0,1426.0,1220.0,0.377,13.3,67.352,0,RGI60-08.00028
RGI60-08.00029,1511.0,1641.0,1282.0,0.425,21.0,67.357,0,RGI60-08.00029
RGI60-08.00030,1419.0,1659.0,1170.0,0.645,24.6,67.508,0,RGI60-08.00030
RGI60-08.00031,1380.0,1524.0,1226.0,1.617,10.7,67.424,0,RGI60-08.00031
RGI60-08.00032,1402.0,1655.0,1162.0,1.811,14.8,67.393,0,RGI60-08.00032
RGI60-08.00033,1454.0,1727.0,1289.0,0.693,15.9,67.313,0,RGI60-08.00033
RGI60-08.00034,1291.0,1458.0,1132.0,0.742,17.1,67.392,0,RGI60-08.00034
RGI60-08.00035,1460.0,1562.0,1333.0,0.437,15.6,67.297,0,RGI60-08.00035
RGI60-08.00036,1637.0,1697.0,1511.0,0.288,21.1,67.315,0,RGI60-08.00036
RGI60-08.00037,1567.0,1894.0,1388.0,1.633,12.9,67.25,0,RGI60-08.00037
RGI60-08.00038,1454.0,1729.0,1277.0,0.822,19.2,67.361,0,RGI60-08.00038
RGI60-08.00039,1363.0,1475.0,1263.0,0.151,25.2,67.21,0,RGI60-08.00039
RGI60-08.00040,1483.0,1867.0,1248.0,3.137,12.0,67.241,0,RGI60-08.00040
RGI60-08.00041,1566.0,1726.0,1436.0,0.541,18.7,67.217,0,RGI60-08.00041
RGI60-08.00042,1514.0,1828.0,1106.0,2.968,12.4,67.258,0,RGI60-08.00042
RGI60-08.00043,1511.0,1696.0,1379.0,0.564,16.0,67.323,0,RGI60-08.00043
RGI60-08.00044,1452.0,1734.0,1338.0,0.452,22.5,67.228,0,RGI60-08.00044
RGI60-08.00045,1353.0,1600.0,1099.0,3.166,13.8,67.351,0,RGI60-08.00045
RGI60-08.00046,1375.0,1483.0,1244.0,0.292,22.8,67.158,0,RGI60-08.00046
RGI60-08.00047,1495.0,1644.0,1412.0,0.236,20.3,67.187,0,RGI60-08.00047
RGI60-08.00048,1538.0,1678.0,1443.0,0.289,24.2,66.991,0,RGI60-08.00048
RGI60-08.00049,1317.0,1493.0,1257.0,0.49,13.2,67.779,0,RGI60-08.00049
RGI60-08.00050,1302.0,1464.0,1127.0,0.827,24.1,67.909,0,RGI60-08.00050
RGI60-08.00051,1404.0,1503.0,1340.0,0.246,16.7,67.9,0,RGI60-08.00051
RGI60-08.00052,1374.0,1545.0,1262.0,0.289,27.3,67.785,0,RGI60-08.00052
RGI60-08.00053,1340.0,1495.0,1148.0,1.788,15.3,67.798,0,RGI60-08.00053
RGI60-08.00054,1504.0,1610.0,1386.0,0.123,24.1,67.719,0,RGI60-08.00054
RGI60-08.00055,1668.0,1813.0,1416.0,0.463,25.0,67.577,0,RGI60-08.00055
RGI60-08.00056,1365.0,1599.0,1235.0,1.024,16.7,67.709,0,RGI60-08.00056
RGI60-08.00057,1601.0,1954.0,1394.0,1.189,17.3,67.583,0,RGI60-08.00057
RGI60-08.00058,1477.0,1851.0,1228.0,0.546,25.4,67.573,0,RGI60-08.00058
RGI60-08.00059,1510.0,1576.0,1372.0,0.319,17.1,67.722,0,RGI60-08.00059
RGI60-08.00060,1384.0,1462.0,1291.0,0.359,13.1,67.716,0,RGI60-08.00060
RGI60-08.00061,1671.0,1972.0,1317.0,0.765,21.7,67.581,0,RGI60-08.00061
RGI60-08.00062,1442.0,1623.0,1291.0,0.228,23.5,67.703,0,RGI60-08.00062
RGI60-08.00063,1482.0,1703.0,1246.0,0.479,26.3,67.569,0,RGI60-08.00063
RGI60-08.00064,1543.0,1626.0,1390.0,0.283,16.0,67.686,0,RGI60-08.00064
RGI60-08.00065,1445.0,1550.0,1359.0,0.131,19.4,67.683,0,RGI60-08.00065
RGI60-08.00066,1379.0,1540.0,1295.0,0.46,20.9,67.686,0,RGI60-08.00066
RGI60-08.00067,1690.0,1724.0,1542.0,0.243,17.1,67.686,0,RGI60-08.00067
RGI60-08.00068,1571.0,1756.0,1182.0,0.629,25.3,67.576,0,RGI60-08.00068
RGI60-08.00069,1625.0,1698.0,1571.0,0.136,16.9,67.592,0,RGI60-08.00069
RGI60-08.00070,1507.0,1877.0,1224.0,0.584,26.7,67.572,0,RGI60-08.00070
RGI60-08.00071,1544.0,1678.0,1348.0,0.312,23.2,67.722,0,RGI60-08.00071
RGI60-08.00072,1457.0,1753.0,1160.0,2.421,14.6,67.577,0,RGI60-08.00072
RGI60-08.00073,1681.0,1774.0,1579.0,0.271,14.5,67.588,0,RGI60-08.00073
RGI60-08.00074,1403.0,1600.0,1259.0,0.532,22.4,67.695,0,RGI60-08.00074
RGI60-08.00075,1557.0,1733.0,1245.0,2.062,14.3,67.715,0,RGI60-08.00075
RGI60-08.00076,1478.0,1597.0,1380.0,0.191,21.6,67.301,0,RGI60-08.00076
RGI60-08.00077,1811.0,1930.0,1672.0,0.256,24.7,67.327,0,RGI60-08.00077
RGI60-08.00078,1520.0,1609.0,1428.0,0.285,18.3,67.4,0,RGI60-08.00078
RGI60-08.00079,1635.0,1760.0,1470.0,0.324,20.4,67.285,0,RGI60-08.00079
RGI60-08.00080,1405.0,1804.0,1175.0,0.97,22.7,67.35,0,RGI60-08.00080
RGI60-08.00081,1382.0,1627.0,1205.0,1.069,14.6,67.226,0,RGI60-08.00081
RGI60-08.00082,1762.0,1821.0,1668.0,0.091,27.1,67.209,0,RGI60-08.00082
RGI60-08.00083,1403.0,1618.0,1209.0,0.82,18.1,67.295,0,RGI60-08.00083
RGI60-08.00084,1450.0,1601.0,1324.0,0.239,22.3,67.429,0,RGI60-08.00084
RGI60-08.00085,1626.0,1947.0,1299.0,3.193,12.5,67.402,0,RGI60-08.00085
RGI60-08.00086,1306.0,1376.0,1212.0,0.228,20.8,67.454,0,RGI60-08.00086
RGI60-08.00087,1522.0,1878.0,1138.0,1.659,20.3,67.385,0,RGI60-08.00087
RGI60-08.00088,1406.0,1622.0,1199.0,0.488,28.8,67.277,0,RGI60-08.00088
RGI60-08.00089,1394.0,1545.0,1274.0,0.245,22.2,67.445,0,RGI60-08.00089
RGI60-08.00090,1475.0,1797.0,1122.0,9.389,7.5,67.304,0,RGI60-08.00090
RGI60-08.00091,1530.0,1655.0,1362.0,0.238,22.4,67.299,0,RGI60-08.00091
RGI60-08.00092,1448.0,1517.0,1364.0,0.373,16.3,67.321,0,RGI60-08.00092
RGI60-08.00093,1408.0,1630.0,1244.0,0.6,17.1,67.222,0,RGI60-08.00093
RGI60-08.00094,1518.0,1635.0,1376.0,0.403,15.8,67.333,0,RGI60-08.00094
RGI60-08.00095,1539.0,1889.0,1317.0,4.594,11.1,67.449,0,RGI60-08.00095
RGI60-08.00096,1452.0,1616.0,1192.0,1.185,14.2,67.345,0,RGI60-08.00096
RGI60-08.00097,1389.0,1635.0,1141.0,0.903,19.9,67.448,0,RGI60-08.00097
RGI60-08.00098,1530.0,1563.0,1499.0,0.152,8.5,67.4,0,RGI60-08.00098
RGI60-08.00099,1712.0,1907.0,1401.0,0.815,22.4,67.46,0,RGI60-08.00099
RGI60-08.00100,1435.0,1573.0,1364.0,0.202,17.1,67.335,0,RGI60-08.00100
RGI60-08.00101,1276.0,1468.0,1133.0,0.224,26.8,67.253,0,RGI60-08.00101
RGI60-08.00102,1666.0,1881.0,1487.0,1.4,16.1,67.454,0,RGI60-08.00102
RGI60-08.00103,1492.0,1835.0,1172.0,7.206,11.2,67.471,0,RGI60-08.00103
RGI60-08.00104,1526.0,1662.0,1377.0,0.129,29.0,67.331,0,RGI60-08.00104
RGI60-08.00105,1396.0,1734.0,1214.0,2.56,13.4,67.392,0,RGI60-08.00105
RGI60-08.00106,1509.0,1691.0,1315.0,0.512,26.9,67.403,0,RGI60-08.00106
RGI60-08.00107,1517.0,1711.0,1374.0,1.476,13.4,67.476,0,RGI60-08.00107
RGI60-08.00108,1533.0,1622.0,1486.0,0.405,11.5,67.322,0,RGI60-08.00108
RGI60-08.00109,1584.0,1951.0,1399.0,3.731,11.6,67.44,0,RGI60-08.00109
RGI60-08.00110,1658.0,1790.0,1528.0,0.154,26.5,67.292,0,RGI60-08.00110
RGI60-08.00111,1620.0,1686.0,1559.0,0.054,32.5,67.396,0,RGI60-08.00111
RGI60-08.00112,1588.0,1733.0,1489.0,0.629,15.1,67.396,0,RGI60-08.00112
RGI60-08.00113,1726.0,1825.0,1582.0,0.195,29.2,67.31,0,RGI60-08.00113
RGI60-08.00114,1508.0,1813.0,1277.0,0.352,36.4,67.485,0,RGI60-08.00114
RGI60-08.00115,1564.0,1717.0,1424.0,0.577,19.6,67.421,0,RGI60-08.00115
RGI60-08.00116,1595.0,1829.0,1466.0,0.33,25.9,67.216,0,RGI60-08.00116
RGI60-08.00117,1299.0,1515.0,1159.0,0.184,36.4,67.245,0,RGI60-08.00117
RGI60-08.00118,1577.0,1866.0,1476.0,0.787,15.2,67.344,0,RGI60-08.00118
RGI60-08.00119,1649.0,1704.0,1587.0,0.346,13.4,67.228,0,RGI60-08.00119
RGI60-08.00120,1591.0,1676.0,1467.0,0.325,19.7,67.369,0,RGI60-08.00120
RGI60-08.00121,1399.0,1794.0,1064.0,6.731,12.7,67.415,0,RGI60-08.00121
RGI60-08.00122,1438.0,1830.0,1187.0,2.841,16.5,67.316,0,RGI60-08.00122
RGI60-08.00123,1549.0,1723.0,1431.0,0.154,29.1,67.452,0,RGI60-08.00123
RGI60-08.00124,1390.0,1525.0,1251.0,0.25,25.3,67.382,0,RGI60-08.00124
RGI60-08.00125,1578.0,1721.0,1303.0,0.528,21.9,67.406,0,RGI60-08.00125
RGI60-08.00126,1394.0,1845.0,1125.0,3.294,16.4,67.301,0,RGI60-08.00126
RGI60-08.00127,1471.0,1691.0,1313.0,0.85,13.9,67.277,0,RGI60-08.00127
RGI60-08.00128,1462.0,1669.0,1255.0,1.797,14.0,67.344,0,RGI60-08.00128
RGI60-08.00129,1373.0,1529.0,1262.0,0.261,19.6,67.39,0,RGI60-08.00129
RGI60-08.00130,1493.0,1682.0,1326.0,0.143,32.5,67.351,0,RGI60-08.00130
RGI60-08.00131,1495.0,1755.0,1318.0,0.513,27.1,67.488,0,RGI60-08.00131
RGI60-08.00132,1570.0,1923.0,1213.0,4.628,13.9,67.412,0,RGI60-08.00132
RGI60-08.00133,1714.0,1815.0,1562.0,0.318,31.1,67.441,0,RGI60-08.00133
RGI60-08.00134,1434.0,1771.0,1160.0,2.517,15.4,67.292,0,RGI60-08.00134
RGI60-08.00135,1748.0,1817.0,1571.0,0.272,19.3,67.392,0,RGI60-08.00135
RGI60-08.00136,1630.0,2008.0,1346.0,2.579,16.1,67.429,0,RGI60-08.00136
RGI60-08.00137,1414.0,1740.0,1185.0,5.525,8.6,67.333,0,RGI60-08.00137
RGI60-08.00138,1887.0,1949.0,1772.0,0.118,24.7,67.323,0,RGI60-08.00138
RGI60-08.00139,1446.0,1690.0,1327.0,0.4,22.0,67.176,0,RGI60-08.00139
RGI60-08.00140,1622.0,1818.0,1450.0,0.176,29.5,67.202,0,RGI60-08.00140
RGI60-08.00141,1611.0,1825.0,1464.0,0.547,23.5,67.199,0,RGI60-08.00141
RGI60-08.00142,1436.0,1694.0,1294.0,0.349,25.4,67.187,0,RGI60-08.00142
RGI60-08.00143,1585.0,1707.0,1475.0,0.202,22.4,67.171,0,RGI60-08.00143
RGI60-08.00144,1550.0,1650.0,1444.0,0.208,21.4,67.193,0,RGI60-08.00144
RGI60-08.00145,1651.0,1799.0,1481.0,0.138,29.5,67.203,0,RGI60-08.00145
RGI60-08.00146,1482.0,1971.0,1174.0,10.223,11.1,67.172,0,RGI60-08.00146
RGI60-08.00147,1446.0,1781.0,1341.0,2.261,13.5,67.186,0,RGI60-08.00147
RGI60-08.00148,1435.0,1591.0,1294.0,0.234,22.8,67.156,0,RGI60-08.00148
RGI60-08.00149,1619.0,1709.0,1458.0,0.097,32.8,67.174,0,RGI60-08.00149
RGI60-08.00150,1387.0,1480.0,1295.0,0.063,34.5,67.293,0,RGI60-08.00150
RGI60-08.00151,1597.0,1685.0,1504.0,0.162,18.4,67.277,0,RGI60-08.00151
RGI60-08.00152,1475.0,1616.0,1381.0,0.205,24.6,67.277,0,RGI60-08.00152
RGI60-08.00153,1532.0,1801.0,1367.0,0.6,21.1,67.325,0,RGI60-08.00153
RGI60-08.00154,1471.0,1876.0,1234.0,3.184,18.8,67.335,0,RGI60-08.00154
RGI60-08.00155,1593.0,1697.0,1420.0,0.658,15.7,67.279,0,RGI60-08.00155
RGI60-08.00156,1524.0,1890.0,1246.0,2.387,16.5,67.346,0,RGI60-08.00156
RGI60-08.00157,1477.0,1702.0,1239.0,1.805,15.3,67.278,0,RGI60-08.00157
RGI60-08.00158,1454.0,1724.0,1286.0,0.672,23.6,67.32,0,RGI60-08.00158
RGI60-08.00159,1374.0,1629.0,1240.0,0.486,26.8,67.279,0,RGI60-08.00159
RGI60-08.00160,1639.0,1778.0,1541.0,0.155,23.2,67.338,0,RGI60-08.00160
RGI60-08.00161,1454.0,1695.0,1207.0,1.519,16.0,67.291,0,RGI60-08.00161
RGI60-08.00162,1460.0,1616.0,1355.0,0.894,12.8,67.447,0,RGI60-08.00162
RGI60-08.00163,1671.0,1866.0,1423.0,0.616,18.8,67.33,0,RGI60-08.00163
RGI60-08.00164,1419.0,1558.0,1352.0,0.433,14.8,67.775,0,RGI60-08.00164
RGI60-08.00165,1595.0,1661.0,1474.0,0.176,16.5,67.839,0,RGI60-08.00165
RGI60-08.00166,1436.0,1523.0,1372.0,0.142,17.1,67.836,0,RGI60-08.00166
RGI60-08.00167,1410.0,1489.0,1345.0,0.125,20.4,67.682,0,RGI60-08.00167
RGI60-08.00168,1354.0,1413.0,1297.0,0.19,17.1,67.686,0,RGI60-08.00168
RGI60-08.00169,1443.0,1543.0,1332.0,0.354,20.0,67.863,0,RGI60-08.00169
RGI60-08.00170,1305.0,1506.0,1197.0,0.544,16.9,67.616,0,RGI60-08.00170
RGI60-08.00171,1410.0,1535.0,1231.0,0.413,21.6,67.887,0,RGI60-08.00171
RGI60-08.00172,1436.0,1467.0,1374.0,0.22,9.8,67.585,0,RGI60-08.00172
RGI60-08.00173,1489.0,1595.0,1203.0,0.767,15.6,67.542,0,RGI60-08.00173
RGI60-08.00174,1367.0,1461.0,1229.0,0.235,23.8,67.542,0,RGI60-08.00174
RGI60-08.00175,1520.0,1636.0,1376.0,2.155,7.7,67.574,0,RGI60-08.00175
RGI60-08.00176,1521.0,1623.0,1409.0,0.425,14.2,67.565,0,RGI60-08.00176
RGI60-08.00177,1477.0,1557.0,1361.0,0.141,25.9,67.557,0,RGI60-08.00177
RGI60-08.00178,1367.0,1439.0,1346.0,0.078,16.0,68.054,0,RGI60-08.00178
RGI60-08.00179,1684.0,1844.0,1489.0,0.109,32.1,67.935,0,RGI60-08.00179
RGI60-08.00180,1682.0,1762.0,1617.0,0.167,16.7,68.114,0,RGI60-08.00180
RGI60-08.00181,1433.0,1583.0,1361.0,0.263,20.1,67.994,0,RGI60-08.00181
RGI60-08.00182,1456.0,1627.0,1359.0,0.169,23.3,68.111,0,RGI60-08.00182
RGI60-08.00183,1460.0,1653.0,1332.0,1.346,10.0,68.052,0,RGI60-08.00183
RGI60-08.00184,1418.0,1554.0,1320.0,0.507,13.2,68.22,0,RGI60-08.00184
RGI60-08.00185,1467.0,1613.0,1301.0,0.408,23.0,68.037,0,RGI60-08.00185
RGI60-08.00186,1591.0,1629.0,1503.0,0.332,11.2,68.041,0,RGI60-08.00186
RGI60-08.00187,1565.0,1598.0,1507.0,0.075,18.4,67.94,0,RGI60-08.00187
RGI60-08.00188,1443.0,2070.0,1207.0,3.696,15.9,67.91,0,RGI60-08.00188
RGI60-08.00189,1462.0,1610.0,1359.0,0.28,20.6,68.042,0,RGI60-08.00189
RGI60-08.00190,1399.0,1604.0,1313.0,0.313,15.6,68.216,0,RGI60-08.00190
RGI60-08.00191,1414.0,1683.0,1296.0,1.853,11.2,68.101,0,RGI60-08.00191
RGI60-08.00192,1412.0,1638.0,1331.0,0.582,18.3,68.065,0,RGI60-08.00192
RGI60-08.00193,1463.0,1578.0,1366.0,0.16,19.1,68.038,0,RGI60-08.00193
RGI60-08.00194,1560.0,1722.0,1357.0,0.555,20.8,67.947,0,RGI60-08.00194
RGI60-08.00195,1508.0,1798.0,1196.0,1.071,16.4,67.972,0,RGI60-08.00195
RGI60-08.00196,1441.0,1727.0,1295.0,1.031,19.1,67.987,0,RGI60-08.00196
RGI60-08.00197,1377.0,1556.0,1191.0,0.649,19.8,67.971,0,RGI60-08.00197
RGI60-08.00198,1431.0,1526.0,1222.0,0.172,25.3,68.205,0,RGI60-08.00198
RGI60-08.00199,1524.0,1811.0,1339.0,3.689,9.3,68.081,0,RGI60-08.00199
RGI60-08.00200,1550.0,1598.0,1487.0,0.057,22.2,68.257,0,RGI60-08.00200
RGI60-08.00201,1458.0,1551.0,1394.0,0.285,12.2,68.212,0,RGI60-08.00201
RGI60-08.00202,1414.0,1656.0,1168.0,0.731,21.3,67.924,0,RGI60-08.00202
RGI60-08.00203,1467.0,1654.0,1336.0,0.444,19.9,67.964,0,RGI60-08.00203
RGI60-08.00204,1503.0,1643.0,1403.0,0.156,25.9,68.192,0,RGI60-08.00204
RGI60-08.00205,1271.0,1357.0,1172.0,0.126,21.0,67.975,0,RGI60-08.00205
RGI60-08.00206,1520.0,1776.0,1399.0,0.354,25.0,67.97,0,RGI60-08.00206
RGI60-08.00207,1443.0,1583.0,1365.0,0.295,18.1,68.214,0,RGI60-08.00207
RGI60-08.00208,1468.0,1808.0,1274.0,1.497,15.3,67.976,0,RGI60-08.00208
RGI60-08.00209,1328.0,1785.0,1097.0,1.701,13.7,67.933,0,RGI60-08.00209
RGI60-08.00210,1477.0,1732.0,1371.0,1.283,16.7,67.934,0,RGI60-08.00210
RGI60-08.00211,1684.0,1899.0,1305.0,0.806,25.3,68.045,0,RGI60-08.00211
RGI60-08.00212,1610.0,1791.0,1291.0,0.693,19.8,68.039,0,RGI60-08.00212
RGI60-08.00213,1414.0,1797.0,1143.0,3.405,13.2,67.903,0,RGI60-08.00213
RGI60-08.00214,1485.0,1676.0,1273.0,1.428,15.4,68.049,0,RGI60-08.00214
RGI60-08.00215,1487.0,1721.0,1372.0,1.799,11.1,67.969,0,RGI60-08.00215
RGI60-08.00216,1359.0,1464.0,1279.0,0.331,13.8,68.228,0,RGI60-08.00216
RGI60-08.00217,1390.0,1586.0,1219.0,0.914,13.3,68.019,0,RGI60-08.00217
RGI60-08.00218,1427.0,1619.0,1229.0,0.539,17.9,68.019,0,RGI60-08.00218
RGI60-08.00219,1535.0,1657.0,1440.0,0.672,17.6,68.119,0,RGI60-08.00219
RGI60-08.00220,1503.0,1831.0,1356.0,1.325,15.3,68.048,0,RGI60-08.00220
RGI60-08.00221,1461.0,1696.0,1339.0,0.451,19.6,67.924,0,RGI60-08.00221
RGI60-08.00222,1457.0,1591.0,1326.0,0.197,21.8,68.197,0,RGI60-08.00222
RGI60-08.00223,1423.0,1784.0,1096.0,0.924,19.5,68.05,0,RGI60-08.00223
RGI60-08.00224,1523.0,1654.0,1324.0,0.158,35.1,68.05,0,RGI60-08.00224
RGI60-08.00225,1356.0,1465.0,1270.0,0.217,20.8,67.937,0,RGI60-08.00225
RGI60-08.00226,1369.0,1503.0,1186.0,1.09,14.4,67.945,0,RGI60-08.00226
RGI60-08.00227,1630.0,1871.0,1501.0,1.545,11.5,67.896,0,RGI60-08.00227
RGI60-08.00228,1424.0,1532.0,1363.0,0.167,13.2,68.202,0,RGI60-08.00228
RGI60-08.00229,1445.0,1569.0,1299.0,0.689,11.0,68.208,0,RGI60-08.00229
RGI60-08.00230,1649.0,1798.0,1553.0,0.168,22.6,67.944,0,RGI60-08.00230
RGI60-08.00231,1517.0,1698.0,1297.0,0.426,20.7,67.96,0,RGI60-08.00231
RGI60-08.00232,1570.0,1659.0,1500.0,0.144,19.2,68.207,0,RGI60-08.00232
RGI60-08.00233,1411.0,1811.0,1118.0,1.55,22.5,67.946,0,RGI60-08.00233
RGI60-08.00234,1325.0,1522.0,1212.0,0.159,23.6,67.886,0,RGI60-08.00234
RGI60-08.00235,1466.0,1520.0,1391.0,0.068,28.8,67.969,0,RGI60-08.00235
RGI60-08.00236,1574.0,1975.0,1384.0,1.052,21.7,68.137,0,RGI60-08.00236
RGI60-08.00237,1547.0,1608.0,1475.0,0.201,12.9,68.128,0,RGI60-08.00237
RGI60-08.00238,1327.0,1388.0,1277.0,0.171,14.1,68.062,0,RGI60-08.00238
RGI60-08.00239,1419.0,1577.0,1343.0,0.214,18.1,68.073,0,RGI60-08.00239
RGI60-08.00240,1376.0,1481.0,1320.0,0.411,12.3,68.127,0,RGI60-08.00240
RGI60-08.00241,1786.0,1909.0,1622.0,0.156,34.3,67.937,0,RGI60-08.00241
RGI60-08.00242,1287.0,1359.0,1257.0,0.094,15.0,68.133,0,RGI60-08.00242
RGI60-08.00243,1552.0,1747.0,1437.0,0.252,30.0,68.152,0,RGI60-08.00243
RGI60-08.00244,1393.0,1529.0,1231.0,0.241,26.5,68.002,0,RGI60-08.00244
RGI60-08.00245,1453.0,1706.0,1271.0,2.344,14.2,68.151,0,RGI60-08.00245
RGI60-08.00246,1502.0,1654.0,1392.0,1.038,11.6,68.004,0,RGI60-08.00246
RGI60-08.00247,1349.0,1490.0,1279.0,0.31,16.1,67.99,0,RGI60-08.00247
RGI60-08.00248,1267.0,1433.0,1115.0,0.247,26.7,68.062,0,RGI60-08.00248
RGI60-08.00249,1589.0,1755.0,1446.0,0.559,19.1,67.938,0,RGI60-08.00249
RGI60-08.00250,1758.0,1838.0,1688.0,0.273,14.8,67.967,0,RGI60-08.00250
RGI60-08.00251,1526.0,1698.0,1204.0,1.438,16.9,67.915,0,RGI60-08.00251
RGI60-08.00252,1747.0,1810.0,1655.0,0.248,24.4,67.965,0,RGI60-08.00252
RGI60-08.00253,1531.0,1619.0,1442.0,0.144,18.1,68.098,0,RGI60-08.00253
RGI60-08.00254,1169.0,1293.0,1096.0,0.176,22.0,68.426,0,RGI60-08.00254
RGI60-08.00255,1442.0,1556.0,1272.0,0.458,23.2,68.357,0,RGI60-08.00255
RGI60-08.00256,1242.0,1346.0,1181.0,0.329,16.1,68.343,0,RGI60-08.00256
RGI60-08.00257,1298.0,1496.0,1166.0,0.743,17.9,68.352,0,RGI60-08.00257
RGI60-08.00258,1374.0,1474.0,1242.0,0.348,22.4,68.35,0,RGI60-08.00258
RGI60-08.00259,1189.0,1466.0,1012.0,1.189,16.4,68.36,0,RGI60-08.00259
RGI60-08.00260,1250.0,1309.0,1240.0,0.274,6.3,68.381,0,RGI60-08.00260
RGI60-08.00261,1524.0,1575.0,1210.0,0.949,17.4,68.374,0,RGI60-08.00261
RGI60-08.00262,1469.0,1619.0,1347.0,0.219,23.3,67.489,0,RGI60-08.00262
RGI60-08.00263,1556.0,1693.0,1466.0,0.251,25.1,63.02,0,RGI60-08.00263
RGI60-08.00264,1657.0,1701.0,1559.0,0.081,24.3,62.999,0,RGI60-08.00264
RGI60-08.00265,1469.0,1650.0,1344.0,0.481,23.6,62.903,0,RGI60-08.00265
RGI60-08.00266,1553.0,1602.0,1486.0,0.073,24.5,63.0,0,RGI60-08.00266
RGI60-08.00267,1383.0,1579.0,1268.0,0.656,15.5,65.898,0,RGI60-08.00267
RGI60-08.00268,1253.0,1377.0,1197.0,0.433,17.3,65.897,0,RGI60-08.00268
RGI60-08.00269,1412.0,1560.0,1319.0,0.176,25.9,65.848,0,RGI60-08.00269
RGI60-08.00270,1348.0,1485.0,1238.0,0.406,14.9,65.928,0,RGI60-08.00270
RGI60-08.00271,1354.0,1496.0,1265.0,0.171,21.3,65.934,0,RGI60-08.00271
RGI60-08.00272,1443.0,1543.0,1340.0,0.261,18.4,65.931,0,RGI60-08.00272
RGI60-08.00273,1317.0,1434.0,1112.0,0.217,28.4,65.853,0,RGI60-08.00273
RGI60-08.00274,1405.0,1475.0,1274.0,0.243,21.4,66.088,0,RGI60-08.00274
RGI60-08.00275,1367.0,1449.0,1274.0,0.225,18.1,66.093,0,RGI60-08.00275
RGI60-08.00276,1117.0,1175.0,980.0,0.277,9.2,66.793,0,RGI60-08.00276
RGI60-08.00277,1142.0,1317.0,1029.0,0.442,16.2,66.717,0,RGI60-08.00277
RGI60-08.00278,1032.0,1456.0,734.0,3.813,14.0,66.564,0,RGI60-08.00278
RGI60-08.00279,1195.0,1562.0,860.0,17.111,4.8,66.645,0,RGI60-08.00279
RGI60-08.00280,1290.0,1525.0,1191.0,1.042,13.5,66.753,0,RGI60-08.00280
RGI60-08.00281,1185.0,1544.0,485.0,55.448,6.0,66.566,0,RGI60-08.00281
RGI60-08.00282,444.0,629.0,330.0,0.097,27.2,66.6,0,RGI60-08.00282
RGI60-08.00283,1229.0,1301.0,1065.0,1.32,12.3,66.607,0,RGI60-08.00283
RGI60-08.00284,1151.0,1277.0,1070.0,1.036,12.7,66.546,0,RGI60-08.00284
RGI60-08.00285,1199.0,1340.0,833.0,2.095,15.7,66.634,0,RGI60-08.00285
