RGI_ID,zmed,zmax,zmin,area,slope,lat,icecap,ID
RGI60-08.00917,1549.0,1619.0,1435.0,0.219,18.5,62.271,0,RGI60-08.00917
RGI60-08.00918,1494.0,1656.0,1307.0,0.379,22.6,62.284,0,RGI60-08.00918
RGI60-08.00919,1517.0,1718.0,1413.0,0.578,13.0,62.296,0,RGI60-08.00919
RGI60-08.00920,1476.0,1833.0,1309.0,0.978,15.4,62.245,0,RGI60-08.00920
RGI60-08.00921,1673.0,1839.0,1557.0,0.138,32.7,62.244,0,RGI60-08.00921
RGI60-08.00922,1587.0,1642.0,1437.0,0.081,32.0,62.27,0,RGI60-08.00922
RGI60-08.00923,1649.0,1752.0,1566.0,0.047,39.2,62.191,0,RGI60-08.00923
RGI60-08.00924,1558.0,1660.0,1415.0,0.154,22.9,62.223,0,RGI60-08.00924
RGI60-08.00925,1299.0,1513.0,1214.0,1.041,12.4,62.286,0,RGI60-08.00925
RGI60-08.00926,1511.0,1755.0,1319.0,1.132,20.6,62.248,0,RGI60-08.00926
RGI60-08.00927,818.0,908.0,741.0,0.082,25.4,69.788,0,RGI60-08.00927
RGI60-08.00928,1105.0,1126.0,1094.0,0.038,5.4,69.762,0,RGI60-08.00928
RGI60-08.00929,1134.0,1167.0,1118.0,0.216,4.0,69.765,0,RGI60-08.00929
RGI60-08.00930,1174.0,1213.0,1136.0,0.203,5.4,69.726,0,RGI60-08.00930
RGI60-08.00931,1139.0,1207.0,1032.0,0.421,7.6,69.721,0,RGI60-08.00931
RGI60-08.00932,1082.0,1115.0,1038.0,0.169,6.1,69.703,0,RGI60-08.00932
RGI60-08.00933,1096.0,1177.0,1003.0,0.107,21.7,69.728,0,RGI60-08.00933
RGI60-08.00934,1179.0,1218.0,1043.0,0.545,8.1,69.724,0,RGI60-08.00934
RGI60-08.00935,875.0,905.0,851.0,0.026,16.4,69.681,0,RGI60-08.00935
RGI60-08.00936,1081.0,1088.0,1078.0,0.021,2.7,69.773,0,RGI60-08.00936
RGI60-08.00937,1176.0,1219.0,1141.0,0.216,7.4,69.732,0,RGI60-08.00937
RGI60-08.00938,1000.0,1116.0,951.0,0.21,19.2,69.729,0,RGI60-08.00938
RGI60-08.00939,1080.0,1125.0,1023.0,0.123,11.8,69.725,0,RGI60-08.00939
RGI60-08.00940,1196.0,1229.0,1106.0,0.369,7.3,69.726,0,RGI60-08.00940
RGI60-08.00941,1085.0,1118.0,1046.0,0.058,12.2,69.774,0,RGI60-08.00941
RGI60-08.00942,1093.0,1142.0,1065.0,0.04,14.1,69.693,0,RGI60-08.00942
RGI60-08.00943,1160.0,1227.0,1002.0,0.068,29.5,69.724,0,RGI60-08.00943
RGI60-08.00944,1125.0,1158.0,1062.0,0.259,5.9,69.738,0,RGI60-08.00944
RGI60-08.00945,1063.0,1081.0,1042.0,0.011,18.7,69.776,0,RGI60-08.00945
RGI60-08.00946,1079.0,1095.0,1048.0,0.033,13.5,69.712,0,RGI60-08.00946
RGI60-08.00947,1091.0,1182.0,913.0,0.346,17.8,69.715,0,RGI60-08.00947
RGI60-08.00948,882.0,966.0,792.0,0.041,29.0,69.74,0,RGI60-08.00948
RGI60-08.00949,1143.0,1155.0,1128.0,0.019,9.4,69.736,0,RGI60-08.00949
RGI60-08.00950,1113.0,1171.0,1072.0,0.273,6.4,69.771,0,RGI60-08.00950
RGI60-08.00951,1840.0,1942.0,1717.0,0.087,34.1,61.533,0,RGI60-08.00951
RGI60-08.00952,2105.0,2229.0,2018.0,0.177,21.7,61.566,0,RGI60-08.00952
RGI60-08.00953,2015.0,2228.0,1729.0,2.574,13.2,61.574,0,RGI60-08.00953
RGI60-08.00954,1659.0,1707.0,1600.0,0.159,20.3,61.492,0,RGI60-08.00954
RGI60-08.00955,1736.0,2044.0,1591.0,1.401,15.5,61.455,0,RGI60-08.00955
RGI60-08.00956,1848.0,1965.0,1718.0,0.572,17.8,61.65,0,RGI60-08.00956
RGI60-08.00957,1854.0,1980.0,1730.0,0.214,24.5,61.523,0,RGI60-08.00957
RGI60-08.00958,1966.0,2120.0,1597.0,2.921,11.5,61.584,0,RGI60-08.00958
RGI60-08.00959,1821.0,1986.0,1612.0,0.471,23.6,61.492,0,RGI60-08.00959
RGI60-08.00960,1942.0,2116.0,1748.0,0.606,17.6,61.458,0,RGI60-08.00960
RGI60-08.00961,2217.0,2302.0,2096.0,0.325,14.6,61.648,0,RGI60-08.00961
RGI60-08.00962,1870.0,2038.0,1692.0,0.399,25.3,61.538,0,RGI60-08.00962
RGI60-08.00963,1842.0,2153.0,1641.0,3.484,13.3,61.554,0,RGI60-08.00963
RGI60-08.00964,1922.0,2070.0,1836.0,0.157,19.3,61.526,0,RGI60-08.00964
RGI60-08.00965,1858.0,1921.0,1786.0,0.042,33.0,61.548,0,RGI60-08.00965
RGI60-08.00966,1880.0,2254.0,1639.0,8.563,7.5,61.542,0,RGI60-08.00966
RGI60-08.00967,2055.0,2365.0,1800.0,2.822,11.0,61.663,0,RGI60-08.00967
RGI60-08.00968,1803.0,1997.0,1681.0,0.304,23.1,61.602,0,RGI60-08.00968
RGI60-08.00969,1870.0,2000.0,1764.0,0.096,29.4,61.515,0,RGI60-08.00969
RGI60-08.00970,2294.0,2364.0,2219.0,0.098,16.9,61.653,0,RGI60-08.00970
RGI60-08.00971,1763.0,1906.0,1607.0,0.15,40.8,61.6,0,RGI60-08.00971
RGI60-08.00972,1933.0,2052.0,1856.0,0.095,29.1,61.538,0,RGI60-08.00972
RGI60-08.00973,1974.0,2063.0,1861.0,0.657,11.5,61.527,0,RGI60-08.00973
RGI60-08.00974,1980.0,2132.0,1852.0,0.249,28.4,61.523,0,RGI60-08.00974
RGI60-08.00975,1888.0,2076.0,1659.0,0.566,21.6,61.57,0,RGI60-08.00975
RGI60-08.00976,1776.0,1924.0,1665.0,0.147,30.3,61.554,0,RGI60-08.00976
RGI60-08.00977,1684.0,1816.0,1580.0,0.089,29.4,61.571,0,RGI60-08.00977
RGI60-08.00978,1798.0,1895.0,1733.0,0.077,22.5,61.459,0,RGI60-08.00978
RGI60-08.00979,1760.0,1934.0,1601.0,0.27,24.4,61.491,0,RGI60-08.00979
RGI60-08.00980,1976.0,2071.0,1901.0,0.189,20.0,61.539,0,RGI60-08.00980
RGI60-08.00981,2107.0,2307.0,1829.0,0.973,18.1,61.598,0,RGI60-08.00981
RGI60-08.00982,1747.0,2112.0,1671.0,0.54,22.2,61.516,0,RGI60-08.00982
RGI60-08.00983,2067.0,2179.0,1969.0,0.102,23.3,61.567,0,RGI60-08.00983
RGI60-08.00984,1942.0,2056.0,1832.0,0.07,28.2,61.559,0,RGI60-08.00984
RGI60-08.00985,1751.0,1913.0,1613.0,0.213,23.8,61.464,0,RGI60-08.00985
RGI60-08.00986,1771.0,1990.0,1578.0,1.283,12.9,61.514,0,RGI60-08.00986
RGI60-08.00987,2083.0,2378.0,1866.0,2.166,11.5,61.657,0,RGI60-08.00987
RGI60-08.00988,1929.0,1986.0,1875.0,0.049,25.5,61.533,0,RGI60-08.00988
RGI60-08.00989,1935.0,2102.0,1830.0,0.343,17.9,61.454,0,RGI60-08.00989
RGI60-08.00990,1908.0,2009.0,1802.0,0.165,25.6,61.58,0,RGI60-08.00990
RGI60-08.00991,1777.0,1930.0,1674.0,0.33,23.0,61.56,0,RGI60-08.00991
RGI60-08.00992,1622.0,1792.0,1523.0,0.192,25.2,61.473,0,RGI60-08.00992
RGI60-08.00993,1884.0,2043.0,1643.0,0.611,18.8,61.505,0,RGI60-08.00993
RGI60-08.00994,2073.0,2162.0,1985.0,0.169,18.1,61.558,0,RGI60-08.00994
RGI60-08.00995,1842.0,1963.0,1758.0,0.113,30.2,61.531,0,RGI60-08.00995
RGI60-08.00996,1776.0,1986.0,1640.0,0.149,18.6,61.521,0,RGI60-08.00996
RGI60-08.00997,1876.0,2061.0,1473.0,1.23,19.4,61.537,0,RGI60-08.00997
RGI60-08.00998,1854.0,1974.0,1768.0,0.232,19.1,61.541,0,RGI60-08.00998
RGI60-08.00999,2020.0,2180.0,1913.0,1.248,9.4,61.446,0,RGI60-08.00999
RGI60-08.01000,1780.0,1910.0,1668.0,0.282,20.0,61.562,0,RGI60-08.01000
RGI60-08.01001,1928.0,1974.0,1825.0,0.078,31.4,61.57,0,RGI60-08.01001
RGI60-08.01002,1896.0,2052.0,1804.0,0.42,14.9,61.608,0,RGI60-08.01002
RGI60-08.01003,1731.0,1844.0,1669.0,0.153,24.9,61.491,0,RGI60-08.01003
RGI60-08.01004,1738.0,1917.0,1646.0,0.244,21.4,61.545,0,RGI60-08.01004
RGI60-08.01005,1869.0,1956.0,1779.0,0.207,17.9,61.552,0,RGI60-08.01005
RGI60-08.01006,1968.0,2045.0,1884.0,0.077,29.6,61.528,0,RGI60-08.01006
RGI60-08.01007,2004.0,2155.0,1907.0,0.678,13.1,61.58,0,RGI60-08.01007
RGI60-08.01008,1727.0,1899.0,1652.0,0.083,25.2,61.532,0,RGI60-08.01008
RGI60-08.01009,2061.0,2289.0,1831.0,0.182,24.8,61.574,0,RGI60-08.01009
RGI60-08.01010,1960.0,2081.0,1875.0,0.648,15.1,61.563,0,RGI60-08.01010
RGI60-08.01011,1928.0,2223.0,1659.0,1.738,15.6,61.595,0,RGI60-08.01011
RGI60-08.01012,1951.0,2279.0,1581.0,6.975,10.7,61.579,0,RGI60-08.01012
RGI60-08.01013,1949.0,2259.0,1705.0,5.89,10.5,61.553,0,RGI60-08.01013
RGI60-08.01014,1991.0,2314.0,1748.0,2.702,13.5,61.665,0,RGI60-08.01014
RGI60-08.01015,1841.0,2094.0,1586.0,4.586,10.5,61.583,0,RGI60-08.01015
RGI60-08.01016,1345.0,1408.0,1253.0,0.072,22.6,68.091,0,RGI60-08.01016
RGI60-08.01017,1558.0,1569.0,1525.0,0.054,8.5,68.097,0,RGI60-08.01017
RGI60-08.01018,1288.0,1326.0,1259.0,0.046,11.9,68.13,0,RGI60-08.01018
RGI60-08.01019,1418.0,1568.0,1313.0,0.204,23.4,68.1,0,RGI60-08.01019
RGI60-08.01020,1384.0,1467.0,1290.0,0.105,17.6,68.117,0,RGI60-08.01020
RGI60-08.01021,1394.0,1534.0,1250.0,1.517,9.1,68.14,0,RGI60-08.01021
RGI60-08.01022,1379.0,1442.0,1317.0,0.088,13.5,68.062,0,RGI60-08.01022
RGI60-08.01023,1307.0,1404.0,1209.0,0.136,25.9,68.104,0,RGI60-08.01023
RGI60-08.01024,1454.0,1544.0,1320.0,0.24,22.1,68.103,0,RGI60-08.01024
RGI60-08.01025,1216.0,1315.0,1166.0,0.116,17.0,68.074,0,RGI60-08.01025
RGI60-08.01026,1462.0,1558.0,1268.0,0.804,13.2,68.104,0,RGI60-08.01026
RGI60-08.01027,1301.0,1419.0,1252.0,0.179,17.9,68.064,0,RGI60-08.01027
RGI60-08.01028,1468.0,1522.0,1392.0,0.045,25.7,68.122,0,RGI60-08.01028
RGI60-08.01029,1259.0,1309.0,1190.0,0.153,17.3,68.157,0,RGI60-08.01029
RGI60-08.01030,1436.0,1487.0,1390.0,0.123,10.8,68.131,0,RGI60-08.01030
RGI60-08.01031,1425.0,1506.0,1354.0,0.188,20.0,68.109,0,RGI60-08.01031
RGI60-08.01032,1159.0,1199.0,1075.0,0.111,26.4,68.139,0,RGI60-08.01032
RGI60-08.01033,1322.0,1339.0,1301.0,0.036,9.7,68.149,0,RGI60-08.01033
RGI60-08.01034,1407.0,1535.0,1300.0,0.507,15.2,68.136,0,RGI60-08.01034
RGI60-08.01035,1370.0,1402.0,1316.0,0.079,10.2,68.077,0,RGI60-08.01035
RGI60-08.01036,1238.0,1297.0,1216.0,0.07,10.3,68.076,0,RGI60-08.01036
RGI60-08.01037,1566.0,1577.0,1556.0,0.048,4.1,68.099,0,RGI60-08.01037
RGI60-08.01038,1390.0,1456.0,1328.0,0.119,19.8,68.071,0,RGI60-08.01038
RGI60-08.01039,1426.0,1506.0,1334.0,0.195,17.7,68.1,0,RGI60-08.01039
RGI60-08.01040,1447.0,1640.0,1261.0,0.902,17.4,68.115,0,RGI60-08.01040
RGI60-08.01041,1481.0,1516.0,1429.0,0.158,7.5,68.097,0,RGI60-08.01041
RGI60-08.01042,1340.0,1642.0,1208.0,2.524,8.6,61.508,0,RGI60-08.01042
RGI60-08.01043,1397.0,1436.0,1342.0,0.327,10.7,61.541,0,RGI60-08.01043
RGI60-08.01044,1434.0,1561.0,1268.0,0.466,25.6,61.799,0,RGI60-08.01044
RGI60-08.01045,1629.0,1677.0,1514.0,0.226,21.7,61.766,0,RGI60-08.01045
RGI60-08.01046,1639.0,1726.0,1439.0,2.09,7.3,61.728,0,RGI60-08.01046
RGI60-08.01047,1634.0,1707.0,1286.0,1.912,11.7,61.557,0,RGI60-08.01047
RGI60-08.01048,1375.0,1445.0,1278.0,0.058,25.9,61.564,0,RGI60-08.01048
RGI60-08.01049,1615.0,1723.0,1360.0,6.118,5.6,61.717,0,RGI60-08.01049
RGI60-08.01050,1212.0,1342.0,1116.0,0.059,35.3,61.652,0,RGI60-08.01050
RGI60-08.01051,1631.0,1703.0,1514.0,0.772,8.8,61.723,0,RGI60-08.01051
RGI60-08.01052,1506.0,1573.0,1275.0,1.491,8.5,61.494,0,RGI60-08.01052
RGI60-08.01053,1406.0,1499.0,1323.0,0.313,12.8,61.547,0,RGI60-08.01053
RGI60-08.01054,1488.0,1545.0,1343.0,0.169,16.1,61.764,0,RGI60-08.01054
RGI60-08.01055,1613.0,1698.0,1482.0,0.19,27.8,61.775,0,RGI60-08.01055
RGI60-08.01056,1270.0,1425.0,1155.0,0.097,31.9,61.549,0,RGI60-08.01056
RGI60-08.01057,1343.0,1399.0,1230.0,0.198,21.1,61.497,0,RGI60-08.01057
RGI60-08.01058,1547.0,1644.0,1220.0,1.839,8.6,61.555,0,RGI60-08.01058
RGI60-08.01059,1615.0,1812.0,1199.0,2.949,9.4,61.674,0,RGI60-08.01059
RGI60-08.01060,1569.0,1645.0,1080.0,8.86,7.2,61.534,0,RGI60-08.01060
RGI60-08.01061,1423.0,1503.0,1398.0,0.082,11.6,61.678,0,RGI60-08.01061
RGI60-08.01062,1525.0,1707.0,1186.0,1.368,18.9,61.697,0,RGI60-08.01062
RGI60-08.01063,1444.0,1531.0,1322.0,0.102,29.8,61.678,0,RGI60-08.01063
RGI60-08.01064,1352.0,1609.0,1193.0,0.7,19.7,61.768,0,RGI60-08.01064
RGI60-08.01065,1591.0,1669.0,1457.0,1.238,12.4,61.583,0,RGI60-08.01065
RGI60-08.01066,1650.0,1697.0,1483.0,0.44,14.0,61.772,0,RGI60-08.01066
RGI60-08.01067,1438.0,1593.0,1334.0,0.271,19.0,61.504,0,RGI60-08.01067
RGI60-08.01068,703.0,1394.0,410.0,0.721,18.1,61.687,0,RGI60-08.01068
RGI60-08.01069,1523.0,1559.0,1434.0,0.616,10.3,61.8,0,RGI60-08.01069
RGI60-08.01070,1662.0,1670.0,1650.0,0.034,4.6,61.766,0,RGI60-08.01070
RGI60-08.01071,1588.0,1722.0,1404.0,0.37,24.3,61.742,0,RGI60-08.01071
RGI60-08.01072,1510.0,1682.0,1079.0,2.275,16.2,61.533,0,RGI60-08.01072
RGI60-08.01073,1500.0,1513.0,1476.0,0.063,6.7,61.792,0,RGI60-08.01073
RGI60-08.01074,1347.0,1476.0,1220.0,0.063,44.5,61.649,0,RGI60-08.01074
RGI60-08.01075,1657.0,1787.0,1219.0,1.466,14.1,61.732,0,RGI60-08.01075
RGI60-08.01076,1626.0,1740.0,1361.0,2.76,12.3,61.616,0,RGI60-08.01076
RGI60-08.01077,1381.0,1425.0,1310.0,0.394,9.6,61.544,0,RGI60-08.01077
RGI60-08.01078,1519.0,1639.0,1299.0,0.486,10.6,61.757,0,RGI60-08.01078
RGI60-08.01079,1486.0,1583.0,1412.0,0.044,43.8,61.649,0,RGI60-08.01079
RGI60-08.01080,1409.0,1533.0,1208.0,0.458,20.9,61.668,0,RGI60-08.01080
RGI60-08.01081,1579.0,1811.0,1175.0,1.81,10.5,61.661,0,RGI60-08.01081
RGI60-08.01082,1564.0,1645.0,1263.0,2.268,7.8,61.548,0,RGI60-08.01082
RGI60-08.01083,1455.0,1493.0,1401.0,0.073,14.2,61.681,0,RGI60-08.01083
RGI60-08.01084,1576.0,1609.0,1399.0,1.011,7.6,61.528,0,RGI60-08.01084
RGI60-08.01085,1331.0,1423.0,1266.0,0.089,23.7,61.569,0,RGI60-08.01085
RGI60-08.01086,1642.0,1720.0,1436.0,0.713,8.9,61.731,0,RGI60-08.01086
RGI60-08.01087,1401.0,1529.0,1279.0,0.461,20.6,61.556,0,RGI60-08.01087
RGI60-08.01088,1488.0,1618.0,1256.0,0.395,20.3,61.646,0,RGI60-08.01088
RGI60-08.01089,1670.0,1727.0,1550.0,0.477,11.9,61.626,0,RGI60-08.01089
RGI60-08.01090,1406.0,1519.0,1229.0,0.408,21.7,61.649,0,RGI60-08.01090
RGI60-08.01091,1698.0,1863.0,641.0,6.553,10.5,61.623,0,RGI60-08.01091
RGI60-08.01092,1474.0,1624.0,1301.0,0.63,16.9,61.674,0,RGI60-08.01092
RGI60-08.01093,1467.0,1645.0,1116.0,2.146,12.9,61.512,0,RGI60-08.01093
RGI60-08.01094,1618.0,1709.0,1566.0,0.052,34.1,61.741,0,RGI60-08.01094
RGI60-08.01095,1604.0,1761.0,1271.0,2.177,9.2,61.57,0,RGI60-08.01095
RGI60-08.01096,1425.0,1505.0,1325.0,0.491,15.7,61.664,0,RGI60-08.01096
RGI60-08.01097,1677.0,1908.0,357.0,11.686,9.1,61.656,0,RGI60-08.01097
RGI60-08.01098,1611.0,1804.0,433.0,6.78,14.8,61.583,0,RGI60-08.01098
RGI60-08.01099,1515.0,1724.0,793.0,12.823,8.6,61.531,0,RGI60-08.01099
RGI60-08.01100,1396.0,1706.0,798.0,7.307,13.8,61.53,0,RGI60-08.01100
RGI60-08.01101,1578.0,1682.0,1356.0,1.19,11.7,61.524,0,RGI60-08.01101
RGI60-08.01102,1450.0,1680.0,959.0,3.098,17.7,61.525,0,RGI60-08.01102
RGI60-08.01103,1586.0,1727.0,510.0,13.844,7.8,61.531,0,RGI60-08.01103
RGI60-08.01104,1619.0,1794.0,1073.0,6.499,11.0,61.617,0,RGI60-08.01104
RGI60-08.01105,1554.0,1685.0,1207.0,1.731,15.4,61.634,0,RGI60-08.01105
RGI60-08.01106,1638.0,1910.0,430.0,19.779,9.5,61.617,0,RGI60-08.01106
RGI60-08.01107,1448.0,1794.0,856.0,4.563,16.5,61.597,0,RGI60-08.01107
RGI60-08.01108,1604.0,1724.0,1225.0,5.53,9.2,61.745,0,RGI60-08.01108
RGI60-08.01109,1491.0,1569.0,1403.0,0.206,14.5,61.649,0,RGI60-08.01109
RGI60-08.01110,1503.0,1797.0,943.0,9.932,12.5,61.687,0,RGI60-08.01110
RGI60-08.01111,1384.0,1666.0,1153.0,0.764,23.9,61.684,0,RGI60-08.01111
RGI60-08.01112,1661.0,1797.0,1448.0,1.841,12.5,61.727,0,RGI60-08.01112
RGI60-08.01113,1548.0,1627.0,1467.0,0.085,27.3,61.79,0,RGI60-08.01113
RGI60-08.01114,1641.0,1940.0,1042.0,3.295,15.8,61.672,0,RGI60-08.01114
RGI60-08.01115,1876.0,1967.0,1661.0,0.166,28.4,61.789,0,RGI60-08.01115
RGI60-08.01116,1764.0,1794.0,1727.0,0.093,11.2,61.781,0,RGI60-08.01116
RGI60-08.01117,1836.0,1886.0,1767.0,0.148,16.4,61.784,0,RGI60-08.01117
RGI60-08.01118,1565.0,1676.0,1454.0,0.117,29.4,61.737,0,RGI60-08.01118
RGI60-08.01119,1803.0,1820.0,1745.0,0.061,13.2,61.776,0,RGI60-08.01119
RGI60-08.01120,1616.0,1975.0,1313.0,2.44,17.6,61.769,0,RGI60-08.01120
RGI60-08.01121,1554.0,1619.0,1416.0,0.773,6.3,61.675,0,RGI60-08.01121
RGI60-08.01122,1565.0,1810.0,1215.0,2.427,16.4,61.805,0,RGI60-08.01122
RGI60-08.01123,1649.0,1899.0,1051.0,10.814,7.9,61.745,0,RGI60-08.01123
RGI60-08.01124,1698.0,1940.0,849.0,11.108,10.7,61.656,0,RGI60-08.01124
RGI60-08.01125,1603.0,1940.0,812.0,6.768,9.8,61.677,0,RGI60-08.01125
RGI60-08.01126,1651.0,1940.0,322.0,41.872,7.4,61.715,0,RGI60-08.01126
RGI60-08.01127,1711.0,1940.0,522.0,19.002,8.3,61.711,0,RGI60-08.01127
RGI60-08.01128,1711.0,1917.0,636.0,8.382,9.8,61.762,0,RGI60-08.01128
RGI60-08.01129,1538.0,1680.0,1404.0,3.958,8.1,61.713,0,RGI60-08.01129
RGI60-08.01130,1581.0,1747.0,1248.0,1.047,20.1,61.79,0,RGI60-08.01130
RGI60-08.01131,1560.0,2003.0,852.0,9.285,14.5,61.777,0,RGI60-08.01131
RGI60-08.01132,1691.0,1977.0,1501.0,0.46,24.8,61.796,0,RGI60-08.01132
RGI60-08.01133,1582.0,1969.0,772.0,20.226,8.0,61.739,0,RGI60-08.01133
RGI60-08.01134,1614.0,1680.0,1509.0,1.209,9.7,61.581,0,RGI60-08.01134
RGI60-08.01135,1500.0,1620.0,1364.0,0.705,18.4,61.539,0,RGI60-08.01135
RGI60-08.01136,1472.0,1557.0,1364.0,1.848,6.1,61.592,0,RGI60-08.01136
RGI60-08.01137,1558.0,1660.0,1492.0,0.805,5.6,61.612,0,RGI60-08.01137
RGI60-08.01138,1513.0,1656.0,1275.0,1.313,15.4,61.575,0,RGI60-08.01138
RGI60-08.01139,1526.0,1630.0,1191.0,2.024,11.6,61.628,0,RGI60-08.01139
RGI60-08.01140,1625.0,1643.0,1591.0,0.034,14.2,61.57,0,RGI60-08.01140
RGI60-08.01141,1504.0,1599.0,1402.0,0.684,10.5,61.594,0,RGI60-08.01141
RGI60-08.01142,1581.0,1778.0,1110.0,3.626,12.2,61.546,0,RGI60-08.01142
RGI60-08.01143,1612.0,1697.0,1562.0,0.184,11.8,61.575,0,RGI60-08.01143
RGI60-08.01144,1731.0,1776.0,1658.0,0.206,10.9,61.54,0,RGI60-08.01144
RGI60-08.01145,1450.0,1584.0,1350.0,0.685,9.2,61.518,0,RGI60-08.01145
RGI60-08.01146,1581.0,1617.0,1455.0,1.491,3.9,61.599,0,RGI60-08.01146
RGI60-08.01147,1581.0,1749.0,1338.0,7.047,5.2,61.615,0,RGI60-08.01147
RGI60-08.01148,1540.0,1592.0,1421.0,0.377,10.1,61.594,0,RGI60-08.01148
RGI60-08.01149,1489.0,1621.0,1355.0,0.695,23.2,61.522,0,RGI60-08.01149
RGI60-08.01150,1563.0,1777.0,1399.0,1.501,12.9,61.54,0,RGI60-08.01150
RGI60-08.01151,1484.0,1619.0,1339.0,0.758,17.7,61.539,0,RGI60-08.01151
RGI60-08.01152,1609.0,1698.0,1377.0,6.06,4.4,61.609,0,RGI60-08.01152
RGI60-08.01153,1639.0,1775.0,1288.0,1.106,15.0,61.548,0,RGI60-08.01153
RGI60-08.01154,1479.0,1544.0,1426.0,0.32,10.5,61.592,0,RGI60-08.01154
RGI60-08.01155,1573.0,1639.0,1453.0,0.421,15.5,61.537,0,RGI60-08.01155
RGI60-08.01156,1559.0,1575.0,1512.0,0.094,9.2,61.514,0,RGI60-08.01156
RGI60-08.01157,1669.0,1740.0,1414.0,2.045,7.6,61.625,0,RGI60-08.01157
RGI60-08.01158,1426.0,1546.0,1232.0,0.599,22.3,61.617,0,RGI60-08.01158
RGI60-08.01159,1504.0,1546.0,1475.0,0.042,23.2,61.65,0,RGI60-08.01159
RGI60-08.01160,1631.0,1645.0,1581.0,0.248,6.4,61.594,0,RGI60-08.01160
RGI60-08.01161,1398.0,1616.0,1299.0,1.34,11.3,61.563,0,RGI60-08.01161
RGI60-08.01162,1505.0,1597.0,1209.0,1.919,13.8,61.506,0,RGI60-08.01162
RGI60-08.01163,1530.0,1648.0,1439.0,0.883,17.6,61.554,0,RGI60-08.01163
RGI60-08.01164,1637.0,1740.0,1476.0,1.229,11.3,61.645,0,RGI60-08.01164
RGI60-08.01165,1608.0,1957.0,777.0,5.116,14.4,61.75,0,RGI60-08.01165
RGI60-08.01166,1540.0,1897.0,927.0,10.284,10.5,61.8,0,RGI60-08.01166
RGI60-08.01167,1711.0,1913.0,1600.0,1.244,13.1,61.815,0,RGI60-08.01167
RGI60-08.01168,1654.0,1775.0,1584.0,0.321,16.7,61.845,0,RGI60-08.01168
RGI60-08.01169,1778.0,1887.0,1364.0,0.717,20.8,61.868,0,RGI60-08.01169
RGI60-08.01170,1551.0,1600.0,1404.0,0.065,30.3,61.839,0,RGI60-08.01170
RGI60-08.01171,1593.0,1901.0,1222.0,0.647,35.6,61.821,0,RGI60-08.01171
RGI60-08.01172,1582.0,1720.0,1326.0,0.668,25.1,61.922,0,RGI60-08.01172
RGI60-08.01173,1584.0,1712.0,1433.0,0.339,19.6,61.853,0,RGI60-08.01173
RGI60-08.01174,1630.0,1733.0,1576.0,0.353,10.9,61.861,0,RGI60-08.01174
RGI60-08.01175,1768.0,1780.0,1601.0,0.272,20.6,61.835,0,RGI60-08.01175
RGI60-08.01176,1557.0,1639.0,1375.0,1.527,16.4,61.736,0,RGI60-08.01176
RGI60-08.01177,1527.0,1677.0,1376.0,0.097,32.9,61.875,0,RGI60-08.01177
RGI60-08.01178,1574.0,1832.0,1131.0,5.018,14.0,61.826,0,RGI60-08.01178
RGI60-08.01179,1797.0,1880.0,1654.0,0.59,9.7,61.777,0,RGI60-08.01179
RGI60-08.01180,1689.0,1729.0,1568.0,0.164,17.4,61.872,0,RGI60-08.01180
RGI60-08.01181,1599.0,1630.0,1561.0,0.349,4.7,61.734,0,RGI60-08.01181
RGI60-08.01182,1581.0,1713.0,1421.0,0.553,30.1,61.872,0,RGI60-08.01182
RGI60-08.01183,1541.0,1578.0,1396.0,0.113,25.1,61.887,0,RGI60-08.01183
RGI60-08.01184,1666.0,1720.0,1293.0,1.018,17.4,61.744,0,RGI60-08.01184
RGI60-08.01185,1484.0,1774.0,827.0,12.456,7.7,61.809,0,RGI60-08.01185
RGI60-08.01186,1454.0,1745.0,1215.0,3.415,10.6,61.833,0,RGI60-08.01186
RGI60-08.01187,1610.0,1877.0,1385.0,1.687,17.7,61.871,0,RGI60-08.01187
RGI60-08.01188,1690.0,1732.0,1668.0,0.275,5.9,61.857,0,RGI60-08.01188
RGI60-08.01189,1599.0,1753.0,1341.0,1.771,19.9,61.792,0,RGI60-08.01189
RGI60-08.01190,1614.0,1752.0,1477.0,1.142,7.8,61.78,0,RGI60-08.01190
RGI60-08.01191,1623.0,1674.0,1550.0,0.576,7.1,61.767,0,RGI60-08.01191
RGI60-08.01192,1627.0,1759.0,1418.0,2.004,15.8,61.8,0,RGI60-08.01192
RGI60-08.01193,1566.0,1732.0,1368.0,1.193,12.8,61.807,0,RGI60-08.01193
RGI60-08.01194,1641.0,1678.0,1604.0,0.112,9.3,61.869,0,RGI60-08.01194
RGI60-08.01195,1501.0,1751.0,1301.0,3.604,8.0,61.773,0,RGI60-08.01195
RGI60-08.01196,1636.0,1654.0,1625.0,0.04,7.2,61.853,0,RGI60-08.01196
RGI60-08.01197,1600.0,1678.0,1375.0,0.769,17.0,61.769,0,RGI60-08.01197
RGI60-08.01198,1706.0,1796.0,1677.0,0.503,4.2,61.719,0,RGI60-08.01198
RGI60-08.01199,1667.0,1690.0,1648.0,0.057,12.2,61.805,0,RGI60-08.01199
RGI60-08.01200,1614.0,1690.0,1413.0,0.395,15.0,61.766,0,RGI60-08.01200
RGI60-08.01201,1641.0,1843.0,1356.0,1.626,20.6,61.78,0,RGI60-08.01201
